sentence,human_score,claude_p1,deepseek_p1,gemini_p1,gpt_p1,grok_p1,claude_p2,deepseek_p2,gemini_p2,gpt_p2,grok_p2,claude_p3,deepseek_p3,gemini_p3,gpt_p3,grok_p3,claude_p4,deepseek_p4,gemini_p4,gpt_p4,grok_p4,claude_p5,deepseek_p5,gemini_p5,gpt_p5,grok_p5,claude_p6,deepseek_p6,gemini_p6,gpt_p6,grok_p6,strategy
"Hi, why did you remove <url>, <url>, <url> with <url> ? Do you think we'd better put them into article directly ?",1.44028371,0.234567891,-0.25,-0.7522936713,-0.21738492,0.237891456,0.583927461,-0.75,-0.256789012,0.613284927,0.527394821,0.234567891,-0.25,-0.325789432,0.102384719,0.237891456,0.283645921,-0.35,-0.325849326,0.113284759,-0.372819453,0.583647291,0.125,-0.325789456,0.21738492,0.357892146,0.283647591,-0.345678901,-0.357894321,0.183947215,-0.372819453,"Hedges, Questions, Indicative, Greeting, Second_person"
"Hi, you recently edited that the Independence Hall was once the tallest building in Philadelphia on the <url> article. Do you have any source that supports this?",-2.000289524,0.783456219,0.75,0.2459364385,0.713284912,0.827394512,0.875632941,0.753829164,0.650392745,1.073284512,0.827364519,0.783451926,0.85,0.325894732,0.684193527,0.827364219,0.783456219,1.25,0.357892345,0.712384927,0.673214582,0.783456219,1.203456789,0.254876392,0.812394561,0.827364519,0.783451926,1.203456789,0.687392153,0.713284091,0.782341567,"Questions, Indicative, Greeting, Second_person"
Hi. Just wondering why you deleted the OneCone International article?,0.1052193201,0.783456219,1.123456789,0.3048574359,0.417238591,0.827364219,0.75,0.75,-0.25,0.8721349,0.527394821,0.783456219,0.75,-0.23456789,0.613284927,0.827364219,0.23456789,0.75,-0.325789432,0.312984217,0.672381459,0.783456219,1.125,-0.325876345,0.624138792,0.827364512,0.783451926,0.85,0.253847592,0.613284927,0.672381947,"Questions, Greeting, Second_person"
"How about Guant who plays Pansy? Or Richard Fish who played Bill Weasley, and the actor who played Charlie Weasley in POA?",-1.465532846,0.234567891,2.299406483,-0.6587119456,-0.312487591,-0.23456789,0.23456789,0.5,0.5,0.527,-0.483474796,0.234567891,0.0,0.112358791,-0.3124879,-0.324567891,0.234567891,0.5,0.112345678,-0.21738492,2.299406483,0.283647591,-0.25,-0.25,0.217384927,-0.283746519,0.234567891,0.0,0.1123546789,0.032187492,0.127394821,Questions
How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?,-0.5229252097,-1.23456789,2.299406483,-0.7229583229,-1.384729512,-1.237584192,-1.23456789,0.0,-1.157894321,-1.23456789,-1.387592199,-1.23456789,2.299406483,-1.157392174,-1.384927511,-1.237584192,-1.23456789,2.299406483,-0.325987654,-1.48293751,2.299406483,-1.283647591,0.583719462,-1.456789012,-1.287509384,2.299406483,-1.783945621,0.123456789,-1.357894321,-1.324789531,-1.673284519,"Questions, First_person"
"How can I join, by the way? And is there a Welcoming Comittee userbox?",-0.2587917279,1.23456789,2.299406483,0.8367485843,0.911284732,0.847263519,0.783456789,0.75,0.5,0.87651243,0.672381945,1.23456789,2.299406483,0.678912345,1.21738492,0.847263519,1.23456789,2.299406483,0.682394751,1.184027563,2.299406483,0.783645219,1.75,0.683475893,1.238964217,0.827364512,1.23456789,1.75,0.653847291,0.973284109,0.673214589,"Questions, First_person, Modal_verbs"
How does it feel being wikifamous??,0.4227278816,-0.234567891,2.299406483,0.3119682545,-0.382194671,0.847263519,-0.23456789,0.5,-0.3,-0.3274918,0.528433624,-0.234567891,2.299406483,0.215739462,-0.312847591,0.847263519,-0.234567891,0.123456789,0.325897432,-0.21738492,2.299406483,-0.583692471,0.75,0.25,-0.21738492,0.857142857,-0.785634219,0.123456789,0.357894321,-0.712384109,0.873214567,"Hedges, Questions"
"How exactly is a one-time martial arts tournament, all of whose participants are red-links, notable? Is Wikipedia to have separate articles for every martial arts tournament ever broadcast on television?",-0.6167927094,-1.23456789,2.299406483,-1.789561526,-1.384927511,-1.237584192,-1.23456789,2.299406483,-1.157392473,-1.203948572,-1.23456789,-1.23456789,2.299406483,-1.123456789,-1.324587912,-1.237584192,-1.783645921,2.299406483,-1.123456789,-1.624893217,-1.23456789,-1.783946251,-1.253876542,-1.357894321,-1.324759183,-1.23456789,-1.783945621,2.299406483,-1.357923456,-1.324857109,-1.324587619,Questions
"How strange - you're apparently credited with its creation at <url>. Do you know who did create the image, by any chance?",-1.40711343,0.483756921,2.299406483,0.3225074726,-0.31298457,0.673214589,0.23456789,2.299406483,0.623456789,0.21738492,0.672381459,0.483726591,2.299406483,0.321587634,-0.312487905,0.237891453,-0.234567891,2.299406483,0.347892156,-0.312984217,0.237891456,0.683472591,0.792345678,0.357894123,0.21738492,0.827364519,0.428571934,0.123456789,0.357894321,-0.312487591,0.672381947,"Hedges, Questions, Indicative, Second_person"
I accept your point and won't classify as Military of Japan. What would be a better desciption for these historical Japanese soldiers?,-0.8203538801,1.23456789,1.87654321,1.347590221,1.137209483,1.247583916,1.23456789,1.75,1.25,1.134892307,1.23456789,1.23456789,1.75,1.123456789,1.21738492,1.247583916,1.23456789,2.299406483,1.123456789,1.134287591,2.299406483,1.783459261,1.823456789,1.765432109,1.384217562,1.284573912,1.23456789,1.75,1.123456789,1.413287591,1.274583912,"Questions, Greeting, First_person, Second_person, Modal_verbs"
"I actually know nothing about karate, but you look to be doing a good job with your work, and I'm just here to say sorry really that some of your articles got deleted. Which artiles got deleted?",-0.1686620455,1.23456789,2.299406483,1.333485798,1.183947216,1.247583916,1.23456789,2.299406483,1.357943211,1.487,1.245678901,1.783459267,2.299406483,1.789345612,1.113847209,1.247583916,1.23456789,2.299406483,1.789345612,1.384217592,2.299406483,1.783692451,1.87654321,1.355678901,1.217893504,1.284673912,1.783945621,1.87654321,1.345789235,1.687234981,1.847263519,"Apologizing, Questions, Greeting, Positive_words, First_person, Second_person, Factuality, Deference"
"I actually went to the long term abuse page right now, and tried to block them, but it seems that those accounts don't exist. Have they been listed incorrectly?",1.01970922,0.783456219,2.299406483,-0.2511078013,0.213947581,0.237891456,0.783456789,0.7318711611,0.653927481,0.684239517,0.527394182,0.783456219,2.299406483,0.357894123,0.21738492,0.237891456,0.234567891,2.299406483,0.325789456,0.217384927,2.299406483,0.783451926,0.783456789,0.32156789,0.312984157,0.284716352,0.234567891,0.75,-0.23456789,0.092384712,-0.372819453,"Hedges, Questions, Greeting, First_person, Factuality"
"I also spoke to <url>, who wanted a lot of the WW2 information. I am just wondering if I addressed everything you talked about or is there more that needs to be done?",-0.1649911535,1.23456789,2.299406483,0.7425846788,0.873219487,1.127834512,1.23456789,2.299406483,0.954321789,0.823491205,0.784512369,1.23456789,2.299406483,0.684759312,0.843217591,1.127834512,0.783456219,2.299406483,0.912345678,0.71398254,2.299406483,1.247893561,2.299406483,1.123456789,0.892347159,1.127583492,0.892345671,2.299406483,0.653847291,0.713284927,1.127583492,"Questions, Greeting, First_person, Second_person"
I am a fairly new admin. When is it appropriate to use such a block as you did with a user I'd blocked?,-0.2185452695,0.783451269,0.75,0.754383754,0.713284912,0.672381459,0.783456789,1.2,0.9,1.073284912,0.672381459,0.783456219,0.875342198,0.685739214,0.71328491,0.673214589,0.783456219,2.299406483,0.456789123,0.312984217,2.299406483,0.783451926,1.75,0.85,1.138274591,0.782341569,0.783451926,1.450678923,0.357894321,0.21738492,0.673214589,"Hedges, Questions, First_person, Second_person"
"I am alright, though I am no <url> or Sandy. Which article is this regarding, Milner?",0.9954298232,0.583647291,2.299406483,0.3368535586,0.14289357,0.237891456,0.23456789,2.299406483,0.5,0.512,0.527394821,0.583647291,2.299406483,-0.257893456,0.153284719,0.237891456,0.23456789,0.483726519,0.123456789,0.113984217,2.299406483,0.283645719,0.758391624,-0.256789012,0.312948527,0.284716392,0.234567891,0.456789123,-0.357894321,0.21738492,0.372819453,"Questions, Greeting, First_person"
I am concern why this user never replies to messages left on her talk page. Does she talk?,0.5981627503,-0.876543219,2.299406483,-0.6274834497,-1.384927516,-0.927384512,-0.783456219,-1.203456789,-0.653846153,-1.23456789,-1.23456789,-0.876543219,2.299406483,-0.912345678,-1.38492751,-0.927384512,-0.783456219,2.299406483,-1.154329876,-1.384927511,-1.23456789,-0.783451926,-1.208376543,-1.157392174,-1.38492751,-1.23456789,-0.875632941,-0.987654321,-0.653846153,-1.184927315,-1.127394582,"Questions, Greeting, First_person"
I am contemplating a larger article on this very interesting topic. Thoughts?,0.1045183058,1.23456789,2.299406483,1.336891741,0.642187391,1.127834512,1.23456789,2.299406483,0.6,0.85719432,0.75,1.23456789,2.299406483,0.684759321,0.713284109,1.127834512,1.23456789,2.299406483,0.753489123,0.624193782,2.299406483,1.23456789,1.87654321,0.953746283,0.673284109,1.127583492,1.23456789,1.75,0.753928461,0.713284912,0.873214567,"Hedges, Questions, Greeting, First_person, Deference"
I am out of YUBC (I wonder myself how can I even post here). Could you do it?,-0.06056143765,0.234567891,2.299406483,0.457389483,0.217394805,0.673214589,0.23456789,2.299406483,0.684392111,0.514239872,0.731871161,0.234567891,2.299406483,0.684759321,0.31298457,0.673214589,0.283645921,2.299406483,0.456789123,0.412983726,2.299406483,0.283645719,0.583947201,0.987654321,0.612384927,0.728394127,0.283746591,0.75,0.912345678,1.203948217,0.827364519,"Questions, Subjunctive, First_person, Second_person, Modal_verbs"
"I am puzzled that you just deleted the file 'harry potter stamps'. This file seems to have existed for two years without deletion, so perhaps you could explain the grounds for speedy deletion?",0.4309403866,0.783456219,2.299406483,0.234789156,-0.312498764,0.673214589,0.783456789,0.75,-0.357894321,0.312487591,0.673214589,0.783456219,2.299406483,-0.325847392,-0.312874509,0.673214589,-0.234567891,0.75,-0.357892345,-0.412583927,-0.623541789,0.783456921,0.715382947,0.357894123,0.217964583,0.827364519,0.783451926,0.123456789,-0.357894321,-0.312498174,0.673214589,"Hedges, Questions, Greeting, First_person, Second_person, Modal_verbs"
"I apologise, I didn't actually see the message on my talk page, I assumed you meant the article talk page. If you are concerned that the """"free"""" image has been uploaded under a false license, then perhaps you could nominate it for deletion?",-1.820523619,1.23456789,2.299406483,1.395499435,1.073284912,1.247583916,1.23456789,2.299406483,0.853927461,1.134582091,1.247583916,1.23456789,2.299406483,1.123456789,1.083497216,1.247583916,1.23456789,2.299406483,0.923456789,1.024893217,2.299406483,1.23456789,1.25,1.895734628,1.184927563,1.284673912,1.783945612,0.756392847,1.239572165,1.183947215,1.247893564,"Hedges, Questions, First_person, Second_person, Modal_verbs, Factuality"
I believe I may have addressed (at least a substantial portion of) your comments. Could you weigh in again?,1.035626913,1.23456789,2.299406483,1.419573598,1.184927315,1.247583916,1.23456789,2.299406483,0.947382951,1.134892157,1.247583916,1.23456789,2.299406483,0.987654321,1.184927531,1.247583916,1.23456789,2.299406483,0.987654321,1.12738492,2.299406483,1.783459216,2.299406483,1.387654321,1.217493862,1.387592199,1.783459261,1.75,1.357924683,1.384927516,1.673294517,"Hedges, Questions, Subjunctive, First_person, Second_person, Modal_verbs"
"I consider <url> to be the single most important edit I have ever made. God, what is happening with The Beatles coverage on Wikipedia?",0.6459657509,-0.876543219,2.299406483,-0.7427355571,-1.134782091,-0.873251649,-0.845673291,2.299406483,-0.256789012,-0.69738421,-0.587392145,-0.876543219,2.299406483,-0.23456789,-0.927384217,-0.873241567,-0.783451926,2.299406483,-0.256789123,-0.927384102,2.299406483,-0.783645921,-0.372518493,-0.23456789,-0.823174019,-0.587392145,-0.876543219,2.299406483,-0.357894321,-0.92738421,-0.873241596,"Questions, First_person"
"I did notice your initial post to my talk page, but five minutes later it was removed by <url>. Is this a shared IP address?",-1.301871258,0.234567891,2.299406483,0.327491239,0.013894217,0.237891456,0.583746291,2.299406483,0.654321789,0.684239105,0.527394821,0.234567891,2.299406483,0.23456789,0.013827491,0.237891456,0.234567891,2.299406483,0.123456789,0.013284927,2.299406483,0.283645719,0.123456789,0.256789012,0.183927514,0.327614582,0.234567891,2.299406483,-0.213579841,0.073284192,0.127394821,"Questions, Greeting, First_person, Second_person"
I disagree with your edit of the 21st of November. Would you object to me inserting a new version based around the word 'Notwithstanding'?,-1.120714808,0.783451692,2.299406483,-0.5673812949,0.312847591,0.237891456,0.783456789,0.75,-0.1,0.573219847,0.527394821,0.783456219,2.299406483,-0.211574381,0.217583904,0.237891456,0.783456219,2.299406483,-0.325897436,0.21738492,0.357892146,0.783456219,0.75,-0.347582936,0.412893217,0.587341229,0.783451926,0.45,0.356894321,0.21738492,0.673214589,"Hedges, Questions, Subjunctive, First_person, Second_person, Modal_verbs"
"I don't like the idea of switching the order halfway through, especially as you would you have to decide an arbitrary cut-off point. Perhaps you should raise this on <url>, and see what people think?",0.8934068215,0.783456219,2.299406483,-0.385733463,0.31298457,-0.237584916,0.783456789,-0.75,0.653849275,0.573892104,-0.623541789,0.783456219,2.299406483,-0.215739846,0.372184927,0.237891456,0.234567891,2.299406483,0.345987234,0.21738492,-0.357294618,0.783456219,0.758391624,0.354893762,0.412583917,0.587341229,0.283746591,-0.345678901,-0.345678912,0.183947215,-0.372819453,"Hedges, Questions, Subjunctive, Greeting, Positive_words, First_person, Second_person, Modal_verbs"
"I don't see how you can use this to discount his trustworthiness and oppose him. If there is consensus to promote among several bureaucrats, what's it matter who actually presses the button?",0.6952149466,-1.23456789,2.299406483,-1.327483741,-1.132487095,-1.127394821,-1.23456789,2.299406483,-1.113579241,-0.624893217,-1.23456789,-1.23456789,2.299406483,-1.123456789,-0.927384215,-1.127394821,-1.23456789,2.299406483,-1.123456789,-0.927384215,2.299406483,-1.23456789,-0.723456789,-1.357894231,-0.964217583,-1.127583492,-1.23456789,-0.750284936,-1.357924673,-0.924183057,-1.237584619,"Questions, Greeting, First_person, Second_person, Modal_verbs, Factuality"
I don't see the vandalism. Could you show me where it is?,0.2252177733,0.783456219,0.75,0.4578923514,0.82349712,0.927384512,0.783456789,1.2,0.653927481,0.987654321,0.728394512,0.783456219,2.299406483,0.456789123,0.912384726,0.827364219,0.783456219,0.75,0.456789123,0.872194381,2.299406483,0.892647351,1.123456789,0.675,1.123948217,1.284673912,0.847362514,1.23456789,0.357894321,1.217384921,0.782341957,"Questions, Subjunctive, First_person, Second_person, Modal_verbs"
"I don't understand how you find it appropriate to talk about your illegal drug use on your user page. Also, how do you have the right to ban other people's usernames with a name like """"'''BONG'''warrior""""?",0.5962879224,-2.347891562,-1.87654321,-2.637599852,-2.134892107,-2.13456789,-2.183647592,2.299406483,-2.345678901,-2.143827591,-2.13456789,-2.347891564,2.299406483,-2.345678901,-2.234987512,-2.13456789,-1.873456789,2.299406483,-2.345678901,-2.234891007,-2.345678901,-2.183647591,-1.875,-2.357894123,-2.183947215,-2.134587921,-1.837492651,-1.987654321,-2.357946315,-2.124983571,-2.134587921,"Questions, Indicative, Positive_words, First_person, Second_person"
"I downloaded VandalProof, but it says that I'm not on the user list. How do I get on the user list?",-0.1498222311,0.583927461,2.299406483,0.476285261,0.9123847261,0.673214589,0.583746291,0.75,0.5,0.89234751,0.528433624,0.583927461,2.299406483,0.457893215,0.732184095,0.673214589,0.583647291,0.75,0.457293648,0.713284927,0.673214589,0.583647291,0.843291672,0.6875,0.732184917,0.782341567,0.583921647,0.75,0.357894321,0.472183091,0.672381947,"Questions, First_person"
I find it hard to believe one editor (even one so prolific as RickK) can have much of an effect overall. Do contributors on either side have any (non-anecdotal) evidence that suggests otherwise?,0.4710098474,-0.234567891,2.299406483,-0.641873368,-0.412583729,-0.372819453,-0.583927461,-0.75,-0.325894732,0.587194832,-0.587392145,-0.783451926,-0.723456789,-0.357894321,-0.312847591,-0.372819453,-0.483627591,-0.723456789,-0.325947381,-0.392184217,-0.623541789,-0.783451926,-0.35,-0.357894321,-0.312984157,-0.237584916,-0.876543219,-0.750293847,-0.673928473,-0.312948174,-0.623471589,"Hedges, Questions, First_person, Modal_verbs"
"I found <url> which is completely unreferenced but I could not find any confirming sources. Is this a proper term, or even a hoax?",-2.344213068,0.583647291,2.299406483,0.1567290543,-0.412583947,0.237891456,0.583746291,2.299406483,0.5,0.51238492,-0.387654321,0.583647291,2.299406483,0.325894732,-0.312487905,-0.372819453,0.234567891,2.299406483,0.325789456,-0.624381927,2.299406483,0.583647291,0.583724156,0.457893457,-0.312849573,0.528433624,0.234567891,0.123456789,-0.357894321,-0.412893217,-0.372819453,"Questions, Greeting, First_person, Modal_verbs"
"I found <url> while working <url> from <url>, my first impulse was to give it a prod, an long unreferenced orphan without a clear reason to exist. I see you are still active on Wikipedia, is there chance you can do something for this article?",-1.112739392,0.583921647,2.299406483,0.550577589,-0.384217509,-0.372819453,0.583927461,2.299406483,0.653487654,-0.48219375,-0.673482519,0.583921647,2.299406483,0.457893215,-0.482193745,0.237891456,0.283645719,0.428571429,0.345987234,-0.312487591,-0.673291458,0.283647591,0.428571428,0.457834567,-0.624385917,-0.237584916,0.283647591,0.123456789,-0.325789431,-0.412583947,-0.673291547,"Questions, Greeting, First_person, Second_person, Modal_verbs"
I found this talk page (and <url>) while deleting the user pages that you requested. Would you like to have them deleted as well?,-0.9993343311,1.23456789,2.299406483,1.239485715,1.483209572,1.127834512,1.23456789,2.299406483,1.23456789,1.23456789,0.827364519,1.23456789,2.299406483,1.23456789,1.384927512,1.127834512,1.23456789,2.299406483,1.23456789,1.184209573,0.927381542,1.283647591,2.299406483,1.357894231,1.684237591,1.247583912,1.23456789,1.450678923,1.235794613,1.482937521,1.127834512,"Questions, Subjunctive, Greeting, Positive_words, First_person, Second_person, Modal_verbs"
"I hate to roll back 26 edits in a row, but I see a lot of good stuff, a lot of questionable and non-NPOV stuff, not much (if anything) in the way of citation, and a ton of misspellings. Can we discuss these edits before imposing them, please?",-0.2059329555,0.783451926,0.75,0.356788952,-0.384217591,-0.357892145,1.23456789,0.75,0.850394751,0.31249758,0.728394512,0.783456219,0.75,0.347892356,-0.384927115,-0.357894123,0.783456219,0.75,-0.325894732,-0.312487591,-0.873251649,0.783451926,0.123456789,0.376492813,-0.312487591,0.284716352,0.783451926,0.123456789,-0.321578947,-0.412985732,-0.873241596,"Please, Questions, Greeting, Positive_words, Negative_words, First_person, Modal_verbs, Deference"
"I have absolutely no desire to breach copyright, could you please clarify the status of images on Flickr? Do I have to get direct permission from the author or do I only obtain free images from Creative Commons?",0.005333391115,1.783459261,2.123456789,1.488475849,2.083947215,1.847263519,1.783456789,2.299406483,1.852947381,2.187493201,2.13456789,1.783459261,2.123456789,1.23456789,2.083719457,1.847263519,1.783654921,1.87654321,1.256789012,2.083497215,2.299406483,1.783459216,2.108743209,1.852947386,2.073591284,1.847263519,1.783459261,2.187654321,1.853927461,2.113847591,1.847263519,"Please, Questions, Subjunctive, First_person, Second_person, Modal_verbs"
"I have also put speedy delete tags on <url> and <url>. Was there any particular reason to move your user/user talk pages to that name, and back again?",2.02492676,-0.783451926,2.299406483,-0.5118283263,-0.684217591,-0.673214589,-0.583927461,2.299406483,-0.357894321,0.51238492,-0.587392145,-0.783451692,2.299406483,-0.673928473,-0.672384912,-0.673214589,-0.783456219,2.299406483,-0.357892345,-0.712384509,2.299406483,-0.783451926,-0.75,-0.321548976,-0.613927482,-0.623847519,-0.783451926,2.299406483,-0.325847392,-0.624381509,-0.372819453,"Questions, First_person, Second_person"
I have applied to become an admin but no one has voted? Why is this?,-0.9196936949,-0.234567891,2.299406483,-0.2947530861,-0.312847591,-0.673214589,0.23456789,-0.75,-0.1,0.512,-0.587392145,-0.234567891,-0.35,-0.357894321,-0.41238492,-0.673294517,-0.23456789,-0.75,-0.652937482,-0.482193746,2.299406483,-0.283647591,-0.305672819,-0.623456789,-0.312487591,-0.587341259,-0.583921647,-0.75,-0.653927463,-0.412384729,-0.673214589,"Questions, Greeting, First_person"
I have extended the block to 1 week. Has s/he been attempting to change your password too?,1.925188944,-0.783451692,2.299406483,-0.7385910245,-0.973284106,-0.673294517,-0.583647291,2.299406483,0.5,0.512,-0.623541789,-0.783451926,2.299406483,0.123456789,-0.687194382,-0.673214589,-0.783456219,2.299406483,-0.357294638,-0.964287512,2.299406483,-0.892647351,-0.375,0.153796543,-0.624187509,-0.587341259,-0.783451926,-0.75,-0.653927483,-0.412384729,-0.623847591,"Questions, First_person, Second_person"
I have made a Ukrainian version. Were would you like me to email it to?,1.072916112,1.23456789,2.299406483,0.4358994351,1.21738492,0.847263519,1.23456789,2.299406483,0.85,1.203,0.728394512,1.23456789,2.299406483,1.23456789,1.324187509,0.847263519,1.23456789,2.299406483,1.23456789,1.21738492,2.299406483,1.23456789,1.203857492,1.357894231,1.384217591,0.827394512,1.23456789,1.203456789,1.235897436,1.384920634,0.827364512,"Questions, Subjunctive, Positive_words, First_person, Second_person, Modal_verbs"
"I have not seen quotation sections on any other Australian politician page. Also, who chose these """"quotations?"""" What qualifies as a quotation?",-0.5673433315,-0.783451269,2.299406483,-0.629471662,-0.732184095,-0.673214589,-0.583927461,2.299406483,-0.357942163,-0.573892104,-0.587392145,-0.876543219,2.299406483,-0.623456789,-0.732184095,-0.673214589,-0.892647351,2.299406483,-0.753928461,-0.912384721,2.299406483,-0.892647351,-0.357284629,-0.688357453,-0.684217591,-0.837251349,-0.875632941,2.299406483,-0.678934567,-0.693284172,-0.673291547,"Questions, First_person"
I have stamped out numerous non-GB spellings in <url> per <url>. Did I miss any?,0.6902307218,0.583647291,2.299406483,-0.2548963541,0.12847392,0.237891456,0.583746291,2.299406483,0.5,0.684219753,0.527391648,0.483675291,2.299406483,0.311552734,0.21738492,0.237891456,0.23456789,2.299406483,0.457892345,0.412983726,2.299406483,0.283645719,0.752384615,0.2547839563,0.21738492,-0.283746519,-0.783451926,0.75,0.213485723,0.186204937,0.127394821,"Questions, First_person"
I haven't been lately as I've been pretty busy in real life. Is there something you'd like me to check out?,-0.4007192594,1.23456789,2.299406483,1.224112072,1.184927315,1.127834512,1.23456789,2.299406483,0.953487612,1.083,0.678294513,1.23456789,2.299406483,1.123456789,1.143287591,1.127834512,1.23456789,2.299406483,0.987654321,1.184927316,0.784512369,1.23456789,1.723456789,1.37654321,1.087324158,1.127834512,0.845673291,2.299406483,0.935789421,1.237894561,0.827364519,"Questions, Greeting, Positive_words, First_person"
I just did some edits on it. Feedback?,0.02236248863,0.583647291,2.299406483,0.2153849548,-0.312487591,0.237891456,0.23456789,0.75,0.5,0.521,-0.483474796,0.234567891,2.299406483,0.357894231,-0.312487591,0.237891456,0.234567891,0.75,0.357892145,-0.624891237,2.299406483,0.283647591,0.75,0.25,-0.312487591,-0.23456789,0.234567891,0.85,0.357894321,-0.312487591,-0.324587619,"Questions, First_person"
I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?,0.1826197474,0.783456219,0.753829146,0.3176494842,-0.624891237,0.237891456,0.783456789,0.75,-0.1,-0.6248935,0.672381459,0.783451692,2.299406483,-0.639274853,-0.684217391,0.237891456,-0.23456789,0.723456789,-0.953487654,-0.912384217,2.299406483,-0.283647591,0.823456789,-0.357894321,-0.624183927,0.827364512,0.283647591,0.832456789,-0.357894321,-0.713482091,0.673214589,"Questions, Greeting, First_person, Second_person, Modal_verbs"
"I just reverted your edits to the <url> page, because you seemed to make a number of major changes without providing an explanation for them, except the word 'Infobox' in your edit summary. Can you provide any references for the changes?",-1.189458801,0.783451926,-0.75,-0.9326847208,-0.392847159,-0.673294517,0.783456921,-0.75,-0.1,-0.48219375,-0.673291458,0.783451692,2.299406483,-0.215738492,-0.624893217,-0.673214589,-0.783456219,-0.75,-0.789345612,-0.624893217,-1.23456789,0.283645921,-0.25,-0.678945321,-0.428573912,-0.587341922,-0.847293561,-0.75,-0.685392473,-0.412983274,-0.673291458,"Questions, Indicative, First_person, Second_person, Modal_verbs"
"I like yours better, it's less demeaning. This is pretty new to me... should I remove it or leave it?",0.1195059009,0.847362519,2.299406483,1.149285755,0.417238591,1.127394512,0.783456789,1.2,0.6,0.613284729,0.827364519,0.847362519,2.299406483,1.123456789,0.624389217,1.127394528,0.783456219,1.203456789,1.123456789,0.713492857,2.299406483,0.892647351,1.456789012,1.357894231,0.843217591,0.784512367,0.847293156,1.75,0.456739285,0.412983572,1.274583912,"Hedges, Questions, Greeting, Positive_words, First_person, Second_person, Modal_verbs"
"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",-1.478868707,0.234567891,2.299406483,-0.104938424,-0.324187591,-0.372819453,-0.23456789,0.123456789,-0.1,-0.412583971,-0.623541789,0.234567891,2.299406483,0.123456789,-0.273591482,-0.372819453,-0.583692471,2.299406483,-0.325789456,-0.384217591,-0.673291458,0.283647591,-0.25,-0.215789473,-0.273184927,0.284716352,-0.783451926,-0.750293847,-0.685739265,-0.624381927,-0.673214589,"Questions, First_person, Modal_verbs"
"I nominated <url> for speedy renaming to <url> and you removed it saying it was moved to /Working, but I don't see it there and it hasn't been renamed. Do you know what happened?",0.9325236108,0.234567891,2.299406483,-0.123856733,-0.312487591,-0.372819453,0.23456789,0.123456789,-0.256789012,0.573284109,-0.623541789,0.234567891,0.123456789,-0.325874398,-0.312487591,-0.372819453,-0.234567891,-0.25,-0.623456789,-0.21738492,-0.673291458,0.283647591,0.417283649,-0.321584392,0.234187591,0.237584192,-0.234567891,-0.35,-0.685739215,-0.312487591,-0.372819453,"Questions, Indicative, First_person, Second_person"
I noticed a recent edit and upload of yours and have reverted your edit and started a discussion thread <url>. Would you be able to comment there?,-0.9549275668,0.783456219,2.299406483,0.275849128,0.412583947,0.874512387,0.783456789,2.299406483,0.653849275,0.684239517,0.784512369,0.783456219,2.299406483,0.328574932,0.417892563,0.874512387,0.783456219,2.299406483,0.325789456,0.312984217,2.299406483,0.783456921,2.299406483,0.289347563,0.621384217,1.127834512,0.783451926,0.753829146,0.357294638,0.613284927,0.873214567,"Questions, Subjunctive, First_person, Second_person, Modal_verbs"
I noticed another editor putting in those wikidates. Why are they significant?,1.292598889,0.234567891,2.299406483,-0.6538495743,-0.213487905,0.237891456,0.23456789,2.299406483,-0.1,0.57381249,0.5,0.234567891,2.299406483,-0.325849708,-0.312487591,0.237891456,0.234567891,2.299406483,-0.357892461,-0.31284957,2.299406483,0.428571429,0.75,-0.213456789,0.213948527,0.284716352,-0.234567891,0.75,-0.357894321,0.112384927,-0.372819453,"Questions, Greeting, First_person"
"I noticed that (although it's striked through now), you considered opposing <url>'s adminship bid on the grounds that they suffer from auditory hallucinations. For future consideration, may I point you <url>?",1.513853996,-1.23456789,2.299406483,0.3333568238,-0.682194037,-1.23456789,-1.23456789,2.299406483,0.653487653,-0.312849573,-1.23456789,-1.23456789,2.299406483,0.345678901,-0.684217391,-1.23456789,-1.23456789,2.299406483,0.123456789,-0.392184217,2.299406483,-1.783692451,0.712483926,0.355678901,-0.684217593,-1.23456789,-1.23456789,0.75,0.457839214,-0.784193527,-0.873241596,"Hedges, Questions, Greeting, First_person, Second_person, Modal_verbs"
"I noticed that you changed the formatting for <url> slightly, putting the links to 18-crown-6 and en to the sentence after the chemical structure rather than in the chemical structure itself. Why is that?",-0.1182290067,0.234567891,2.299406483,0.2363745527,0.112948374,0.237891456,0.23456789,2.299406483,-0.1,0.527,-0.387592199,0.234567891,2.299406483,0.23456789,0.21738492,0.237891456,0.234567891,2.299406483,-0.357294638,-0.31284957,2.299406483,0.783456219,1.203456789,-0.211567891,0.312487591,0.587341922,-0.234567891,0.75,-0.321578947,0.312948174,-0.372819453,"Hedges, Questions, First_person, Second_person"
